id,title,title_en,image_url,chapters,publishing,published_from,published_to,score,scored_by,members,favorites,author
145,Beck,BECK: Mongolian Chop Squad,https://cdn.myanimelist.net/images/manga/3/253274.jpg,103,False,2000-02-17T00:00:00+00:00,2008-06-05T00:00:00+00:00,8.68,25564,70824,4547,1976
146,Sheets no Sukima,Between the Sheets,https://cdn.myanimelist.net/images/manga/2/265983.jpg,6,False,1995-08-01T00:00:00+00:00,1996-01-01T00:00:00+00:00,6.33,349,838,3,1960
147,Sono Mukou no Mukougawa,Beyond the Beyond,https://cdn.myanimelist.net/images/manga/4/138525.jpg,38,False,2004-03-01T00:00:00+00:00,2008-02-01T00:00:00+00:00,7.29,438,1078,27,1977
148,Bird Kiss,,https://cdn.myanimelist.net/images/manga/1/264960.jpg,30,False,2002-01-01T00:00:00+00:00,,6.74,397,980,9,1997
149,Blame!,Blame!,https://cdn.myanimelist.net/images/manga/1/174389.jpg,66,False,1997-01-25T00:00:00+00:00,2003-07-25T00:00:00+00:00,8.3,38285,135185,7617,2000
150,Western Shotgun,Blazin' Barrels,https://cdn.myanimelist.net/images/manga/3/86309.jpg,0,False,2000-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,6.81,152,477,5,2055
151,Yato no Kamitsukai,Blood Sucker: Legend of Zipangu,https://cdn.myanimelist.net/images/manga/3/259886.jpg,72,False,1994-01-01T00:00:00+00:00,2007-01-01T00:00:00+00:00,6.74,295,1175,12,2059
152,Boys Be...,Boys Be...,https://cdn.myanimelist.net/images/manga/2/183366.jpg,255,False,1991-07-24T00:00:00+00:00,1996-10-30T00:00:00+00:00,6.49,370,1500,13,2077
153,Boys Be... 2nd Season,Boys Be II,https://cdn.myanimelist.net/images/manga/3/169855.jpg,157,False,1996-11-06T00:00:00+00:00,2000-02-23T00:00:00+00:00,6.97,150,492,1,2077
155,Brain Powerd,Brain Powered,https://cdn.myanimelist.net/images/manga/2/76769.jpg,26,False,1997-11-26T00:00:00+00:00,2000-10-26T00:00:00+00:00,6.3,462,1140,2,1947
156,Sennen no Yuki,Millennium Snow,https://cdn.myanimelist.net/images/manga/1/143101.jpg,18,False,2000-11-24T00:00:00+00:00,2013-12-10T00:00:00+00:00,7.61,7593,16263,213,1895
157,Imadoki!,Nowadays,https://cdn.myanimelist.net/images/manga/3/82696.jpg,26,False,2000-05-01T00:00:00+00:00,2001-07-01T00:00:00+00:00,7.57,6964,13080,237,1930
158,Ghost Hunt,Ghost Hunt,https://cdn.myanimelist.net/images/manga/2/181311.jpg,43,False,1997-12-06T00:00:00+00:00,2010-09-30T00:00:00+00:00,8.24,5252,14803,478,2131
159,Brave Story: Shinsetsu,,https://cdn.myanimelist.net/images/manga/4/251324.jpg,199,False,2004-04-09T00:00:00+00:00,2008-05-09T00:00:00+00:00,6.79,392,1319,13,2134
160,School Rumble,School Rumble,https://cdn.myanimelist.net/images/manga/3/5267.jpg,345,False,2002-10-23T00:00:00+00:00,2008-07-23T00:00:00+00:00,7.98,13210,28502,1474,2135
161,Brigadoon: Marin to Melan,Brigadoon,https://cdn.myanimelist.net/images/manga/1/200076.jpg,10,False,2000-01-01T00:00:00+00:00,2001-01-01T00:00:00+00:00,6.65,212,488,5,2167
162,Bus Gamer,Bus Gamer,https://cdn.myanimelist.net/images/manga/1/160474.jpg,11,False,1999-01-01T00:00:00+00:00,2001-11-28T00:00:00+00:00,7.32,995,2199,22,2182
163,Kimi ni shika Kikoenai,Calling You,https://cdn.myanimelist.net/images/manga/3/262341.jpg,5,False,2003-12-01T00:00:00+00:00,,7.28,1169,2547,20,2183
164,Nousatsu Junkie,Nosatsu Junkie,https://cdn.myanimelist.net/images/manga/3/170561.jpg,96,False,2003-10-04T00:00:00+00:00,2008-11-20T00:00:00+00:00,7.93,4670,12211,275,2184
165,Cherry Juice,Cherry Juice,https://cdn.myanimelist.net/images/manga/2/164439.jpg,21,False,2004-06-03T00:00:00+00:00,2006-03-17T00:00:00+00:00,7.23,5766,10991,117,2185
166,Chou Shinri Genshou Nouryokusha Nanaki,Psychic Power Nanaki,https://cdn.myanimelist.net/images/manga/2/272909.jpg,17,False,2003-10-20T00:00:00+00:00,2004-10-05T00:00:00+00:00,7.09,374,908,8,2186
167,Chronicles of the Cursed Sword,Chronicles of the Cursed Sword,https://cdn.myanimelist.net/images/manga/2/243134.jpg,163,False,1999-01-01T00:00:00+00:00,2009-01-01T00:00:00+00:00,6.95,720,2183,49,2101
168,Chrono Code,Chrono Code,https://cdn.myanimelist.net/images/manga/5/753.jpg,18,False,2005-07-12T00:00:00+00:00,2005-10-11T00:00:00+00:00,0.0,0,269,1,2188
169,Comic Party,Comic Party,https://cdn.myanimelist.net/images/manga/5/755.jpg,49,False,2001-01-01T00:00:00+00:00,2005-03-01T00:00:00+00:00,6.89,970,2175,30,2192
170,Mondaiteiki Sakuhinshu,Confidential Confessions,https://cdn.myanimelist.net/images/manga/1/11131.jpg,23,False,2000-01-01T00:00:00+00:00,2002-01-01T00:00:00+00:00,7.69,1929,5547,115,2194
171,Deai,Confidential Confessions: Deai,https://cdn.myanimelist.net/images/manga/3/152535.jpg,8,False,,,7.28,380,1131,12,2194
172,Corrector Yui,Corrector Yui,https://cdn.myanimelist.net/images/manga/2/178097.jpg,11,False,1999-04-01T00:00:00+00:00,1999-12-01T00:00:00+00:00,6.72,250,669,3,2195
173,Cowboy Bebop,Cowboy Bebop,https://cdn.myanimelist.net/images/manga/5/166652.jpg,11,False,1999-04-08T00:00:00+00:00,2000-04-10T00:00:00+00:00,7.15,6873,15882,297,2009
174,Shooting Star Bebop: Cowboy Bebop,Cowboy Bebop: Shooting Star,https://cdn.myanimelist.net/images/manga/3/176770.jpg,10,False,1998-05-01T00:00:00+00:00,1998-10-10T00:00:00+00:00,6.71,1945,5327,43,2198
175,Touhou Sangetsusei: Eastern and Little Nature Deity,,https://cdn.myanimelist.net/images/manga/4/6687.jpg,5,False,2005-03-26T00:00:00+00:00,2006-03-25T00:00:00+00:00,6.97,1843,4477,40,2003
176,Chocotto Sister,Chocotto Sister,https://cdn.myanimelist.net/images/manga/2/752.jpg,71,False,2003-12-19T00:00:00+00:00,2007-04-27T00:00:00+00:00,7.11,1558,3518,13,2004
177,Tsuiteru Kanojo,,https://cdn.myanimelist.net/images/manga/1/167457.jpg,9,False,2004-08-09T00:00:00+00:00,2005-06-09T00:00:00+00:00,6.97,667,1516,5,2004
178,Bokutachi wa Asu ni Mukatte Ikiru no da,Living for Tomorrow,https://cdn.myanimelist.net/images/manga/1/169822.jpg,7,False,2005-01-31T00:00:00+00:00,,7.32,2324,4182,13,2005
179,Color,Color,https://cdn.myanimelist.net/images/manga/2/30585.jpg,5,False,1999-02-01T00:00:00+00:00,,7.19,1784,3231,19,2005
180,Zurui Otoko,,https://cdn.myanimelist.net/images/manga/5/1347.jpg,6,False,2001-01-01T00:00:00+00:00,,6.25,242,501,0,3427
181,Zombieya Reiko,Reiko the Zombie Shop,https://cdn.myanimelist.net/images/manga/1/252973.jpg,58,False,1998-06-06T00:00:00+00:00,2004-03-06T00:00:00+00:00,7.07,250,1400,23,2200
182,Zombie Hunter,,https://cdn.myanimelist.net/images/manga/2/12307.jpg,26,False,1999-01-01T00:00:00+00:00,2000-01-01T00:00:00+00:00,6.75,1404,3263,27,2201
183,Zoku Shishunki Miman Okotowari,,https://cdn.myanimelist.net/images/manga/1/199144.jpg,10,False,1992-01-14T00:00:00+00:00,1994-01-14T00:00:00+00:00,6.98,214,656,1,1930
184,Shishunki Miman Okotowari,,https://cdn.myanimelist.net/images/manga/3/199142.jpg,18,False,1990-12-20T00:00:00+00:00,1991-01-01T00:00:00+00:00,7.04,558,1325,2,1930
185,Shishunki Miman Okotowari Kanketsuhen,,https://cdn.myanimelist.net/images/manga/1/88965.jpg,3,False,2000-06-01T00:00:00+00:00,,6.99,445,944,0,1930
186,Zoku - Kindan no Koi wo Shiyou,,https://cdn.myanimelist.net/images/manga/2/10852.jpg,4,False,2001-01-01T00:00:00+00:00,,7.4,1601,2866,16,2203
187,Kindan no Koi wo Shiyou,,https://cdn.myanimelist.net/images/manga/5/17066.jpg,5,False,2000-01-01T00:00:00+00:00,,7.29,2490,4682,34,2203
188,Kindan no Koi de Ikou,,https://cdn.myanimelist.net/images/manga/5/5717.jpg,50,False,2001-01-01T00:00:00+00:00,2005-01-01T00:00:00+00:00,7.79,1825,4049,71,2203
190,Juunikyuu de Tsukamaete,Zodiac P.I.,https://cdn.myanimelist.net/images/manga/2/273992.jpg,20,False,2001-03-03T00:00:00+00:00,2002-12-03T00:00:00+00:00,7.38,2175,4279,68,2390
191,Zipang,,https://cdn.myanimelist.net/images/manga/1/209661.jpg,422,False,2000-07-27T00:00:00+00:00,2009-11-05T00:00:00+00:00,7.58,692,2993,56,2204
192,Zip-Up Boy,,https://cdn.myanimelist.net/images/manga/2/152301.jpg,4,False,1998-01-01T00:00:00+00:00,,5.81,285,539,0,2205
193,Zig☆Zag,Zig☆Zag,https://cdn.myanimelist.net/images/manga/3/171468.jpg,44,False,2004-09-24T00:00:00+00:00,2008-09-24T00:00:00+00:00,7.0,294,925,11,2208
194,Mai,"Mai, The Psychic Girl",https://cdn.myanimelist.net/images/manga/1/76699.jpg,53,False,1985-01-01T00:00:00+00:00,1986-01-01T00:00:00+00:00,6.72,525,1707,28,2206
195,Zig x Zag,,https://cdn.myanimelist.net/images/manga/2/1028.jpg,8,False,2000-11-13T00:00:00+00:00,2001-06-13T00:00:00+00:00,6.72,172,407,0,2209
196,Zeus,Zeus,https://cdn.myanimelist.net/images/manga/3/23202.jpg,3,False,1997-10-01T00:00:00+00:00,1998-09-01T00:00:00+00:00,6.18,704,1263,4,2244
197,Zettai Unmei Houteishiki,,https://cdn.myanimelist.net/images/manga/2/1345.jpg,4,False,2004-09-25T00:00:00+00:00,,7.09,1022,1775,3,2210
198,Gravity Eyes,Gravity Eyes,https://cdn.myanimelist.net/images/manga/3/17732.jpg,8,False,2007-01-01T00:00:00+00:00,2008-05-01T00:00:00+00:00,7.63,1153,2005,11,2210
199,Ningyo Series,,https://cdn.myanimelist.net/images/manga/2/183364.jpg,16,False,1984-08-01T00:00:00+00:00,1994-02-01T00:00:00+00:00,7.42,2688,6895,92,1891
200,Tsumasaki ni Kiss,A Gentleman's Kiss,https://cdn.myanimelist.net/images/manga/2/4927.jpg,8,False,2005-01-01T00:00:00+00:00,2006-01-01T00:00:00+00:00,7.55,892,1592,5,2210
201,Kidou Keisatsu Patlabor,Mobile Police Patlabor,https://cdn.myanimelist.net/images/manga/3/194559.jpg,91,False,1988-03-23T00:00:00+00:00,1994-05-11T00:00:00+00:00,7.66,468,2088,36,2011
202,9th Sleep,9th Sleep,https://cdn.myanimelist.net/images/manga/3/268329.jpg,3,False,2004-01-01T00:00:00+00:00,,6.63,518,1029,7,2211
203,Ai no Chikara de Koi wo Suru no da,Crushing Love,https://cdn.myanimelist.net/images/manga/2/31095.jpg,8,False,2006-01-01T00:00:00+00:00,,6.75,802,1683,1,2214
204,Ai no Kotodama,Words of Devotion,https://cdn.myanimelist.net/images/manga/3/152302.jpg,13,False,2000-01-01T00:00:00+00:00,2002-01-01T00:00:00+00:00,7.07,719,1452,5,2215
205,Akutai wa Toiki to Mazariau,Sweet Whisper,https://cdn.myanimelist.net/images/manga/1/5936.jpg,6,False,2005-01-01T00:00:00+00:00,,6.93,826,1575,2,2212
206,Kidou Senshi Gundam 0079,Mobile Suit Gundam 0079,https://cdn.myanimelist.net/images/manga/2/6308.jpg,72,False,1993-01-01T00:00:00+00:00,2005-01-01T00:00:00+00:00,7.35,308,1068,12,2213
207,"Alcohol, Shirt, and Kiss","Alcohol, Shirt, and Kiss",https://cdn.myanimelist.net/images/manga/2/5897.jpg,9,False,2004-01-01T00:00:00+00:00,,6.91,385,844,1,2216
208,Naichaisou yo.,Almost Crying,https://cdn.myanimelist.net/images/manga/3/5489.jpg,8,False,2002-10-29T00:00:00+00:00,,6.67,213,656,3,2217
209,Seiyou Kottou Yougashiten,Antique Bakery,https://cdn.myanimelist.net/images/manga/1/21809.jpg,23,False,1999-04-28T00:00:00+00:00,2002-07-27T00:00:00+00:00,7.68,1759,4281,88,2065
211,Kurumi no Naka,In the Walnut,https://cdn.myanimelist.net/images/manga/1/6148.jpg,0,False,2002-08-05T00:00:00+00:00,2010-10-09T00:00:00+00:00,7.01,227,650,1,2218
212,Me ni wa Sayaka ni Mienedomo,Beyond My Touch,https://cdn.myanimelist.net/images/manga/1/5490.jpg,6,False,2003-01-01T00:00:00+00:00,,7.14,693,1341,6,2219
213,Binetsu Kakumei,Sweet Revolution,https://cdn.myanimelist.net/images/manga/2/176521.jpg,7,False,2000-01-01T00:00:00+00:00,,6.59,383,797,2,2221
214,Kidou Senshi Gundam: The Origin,Mobile Suit Gundam: The Origin,https://cdn.myanimelist.net/images/manga/1/151300.jpg,112,False,2001-06-25T00:00:00+00:00,2014-06-26T00:00:00+00:00,8.53,3241,13550,700,2220
215,Pixy Junket,Pixy Junket,https://cdn.myanimelist.net/images/manga/1/19.jpg,6,False,1992-08-01T00:00:00+00:00,,0.0,0,107,0,4515
216,RahXephon,RahXephon,https://cdn.myanimelist.net/images/manga/2/229880.jpg,16,False,2001-09-19T00:00:00+00:00,2002-11-19T00:00:00+00:00,6.4,934,1997,18,2223
217,Boku dake no Ousama,My Only King,https://cdn.myanimelist.net/images/manga/3/11249.jpg,8,False,2004-08-28T00:00:00+00:00,,6.61,321,815,3,2224
218,Bokura no Oukoku,Our Kingdom,https://cdn.myanimelist.net/images/manga/3/170877.jpg,27,False,2000-01-01T00:00:00+00:00,2007-01-01T00:00:00+00:00,7.48,892,1949,44,2225
219,Alive: Saishuu Shinkateki Shounen,Alive: The Final Evolution,https://cdn.myanimelist.net/images/manga/1/185482.jpg,83,False,2003-04-05T00:00:00+00:00,2010-02-06T00:00:00+00:00,7.81,9333,24947,546,2226
220,Aventura,Adventura,https://cdn.myanimelist.net/images/manga/3/5261.jpg,39,False,2005-05-26T00:00:00+00:00,2015-08-26T00:00:00+00:00,7.35,254,919,26,2227
221,Basilisk: Kouga Ninpouchou,Basilisk: The Kouga Ninja Scrolls,https://cdn.myanimelist.net/images/manga/2/177216.jpg,34,False,2003-02-04T00:00:00+00:00,2004-06-15T00:00:00+00:00,7.47,7048,15803,247,2228
222,Le Chevalier d'Eon,Le Chevalier d'Eon,https://cdn.myanimelist.net/images/manga/1/1068.jpg,45,False,2005-01-26T00:00:00+00:00,2008-11-26T00:00:00+00:00,7.07,589,2347,24,2229
223,Café Kichijouji de,Café Kichijoji de,https://cdn.myanimelist.net/images/manga/1/750.jpg,14,False,2001-05-01T00:00:00+00:00,2003-04-01T00:00:00+00:00,7.24,763,1787,30,2230
224,Camera Camera Camera,Camera Camera Camera,https://cdn.myanimelist.net/images/manga/2/30593.jpg,13,False,2002-01-01T00:00:00+00:00,,6.76,190,422,2,2231
225,Chiisana Glass no Sora,Glass Sky,https://cdn.myanimelist.net/images/manga/2/33041.jpg,9,False,2000-01-01T00:00:00+00:00,,6.73,411,805,0,2232
226,Mizu Nurumu,Spring Fever,https://cdn.myanimelist.net/images/manga/2/249350.jpg,6,False,2000-10-01T00:00:00+00:00,2001-03-01T00:00:00+00:00,6.94,347,622,0,2232
227,Taiyou no Shita de Warae,Laugh Under the Sun,https://cdn.myanimelist.net/images/manga/2/33042.jpg,5,False,1999-01-01T00:00:00+00:00,,7.02,247,509,1,2232
228,Silent Möbius,Silent Möbius,https://cdn.myanimelist.net/images/manga/1/21.jpg,0,False,1991-01-01T00:00:00+00:00,2003-01-01T00:00:00+00:00,7.22,322,1197,26,2233
229,Dragon Head,Dragon Head,https://cdn.myanimelist.net/images/manga/1/196300.jpg,89,False,1994-09-12T00:00:00+00:00,1999-12-13T00:00:00+00:00,7.21,7960,22552,361,2287
230,Chou ni Naru Hi,The Day I Become a Butterfly,https://cdn.myanimelist.net/images/manga/4/21393.jpg,6,False,2003-07-01T00:00:00+00:00,,7.57,1861,3783,66,2867
233,Nakagami-ke no Ichizoku,Clan of the Nakagamis,https://cdn.myanimelist.net/images/manga/3/31109.jpg,4,False,2005-01-01T00:00:00+00:00,2007-01-01T00:00:00+00:00,6.92,316,764,3,2234
234,Saigo no Door wo Shimero!,Close the Last Door,https://cdn.myanimelist.net/images/manga/3/33045.jpg,15,False,2001-01-01T00:00:00+00:00,,7.6,1243,2565,12,2232
235,Aiteru Door kara Shitsurei Shimasuyo,Open The Door Through Your Heart,https://cdn.myanimelist.net/images/manga/2/33046.jpg,7,False,2003-01-01T00:00:00+00:00,,7.07,642,1207,2,2232
236,Kawaii Beast,Cute Beast,https://cdn.myanimelist.net/images/manga/2/759.jpg,6,False,2006-10-30T00:00:00+00:00,,7.13,1032,2095,6,2235
237,Dear Myself,Dear Myself,https://cdn.myanimelist.net/images/manga/5/843.jpg,3,False,1998-01-01T00:00:00+00:00,,7.17,1472,2616,13,2005
238,Dear Myself: World's End,Dear Myself: World's End,https://cdn.myanimelist.net/images/manga/1/152305.jpg,7,False,1999-01-01T00:00:00+00:00,,7.0,643,1291,1,2005
239,Yabai Kimochi,Desire,https://cdn.myanimelist.net/images/manga/2/159373.jpg,4,False,2001-09-01T00:00:00+00:00,,7.22,1377,2450,13,2222
240,Sore wo Ittara Oshimaiyo,Don't Say Anymore Darling,https://cdn.myanimelist.net/images/manga/3/30562.jpg,5,False,2004-01-01T00:00:00+00:00,,6.85,283,583,1,2065
241,Dousaibou Seibutsu.,Same Cell Organism,https://cdn.myanimelist.net/images/manga/3/21621.jpg,7,False,2001-08-01T00:00:00+00:00,,7.39,1691,3445,32,2867
242,Duetto,,https://cdn.myanimelist.net/images/manga/3/33239.jpg,10,False,2004-11-12T00:00:00+00:00,,6.5,348,670,0,2238
243,Kaiketsu Jouki Tanteidan,Steam Detectives,https://cdn.myanimelist.net/images/manga/1/133301.jpg,52,False,1994-01-01T00:00:00+00:00,2000-01-01T00:00:00+00:00,6.77,151,555,3,2233
244,Enchanter,Enchanter,https://cdn.myanimelist.net/images/manga/1/204027.jpg,74,False,2002-08-26T00:00:00+00:00,2009-01-26T00:00:00+00:00,7.41,673,2475,30,2239
245,Fake Fur,Fake Fur,https://cdn.myanimelist.net/images/manga/1/11238.jpg,8,False,2004-01-01T00:00:00+00:00,,6.91,593,1271,5,2240
246,Princess Princess,Princess Princess,https://cdn.myanimelist.net/images/manga/1/186261.jpg,25,False,2002-08-01T00:00:00+00:00,2006-04-01T00:00:00+00:00,7.55,3366,7553,103,2005
247,Princess Princess Plus,Princess Princess Plus,https://cdn.myanimelist.net/images/manga/2/30581.jpg,6,False,2006-05-01T00:00:00+00:00,2007-01-01T00:00:00+00:00,7.2,515,1756,2,2005
248,Family Complex,Family Complex,https://cdn.myanimelist.net/images/manga/1/30580.jpg,6,False,1999-01-01T00:00:00+00:00,2000-01-01T00:00:00+00:00,7.38,2188,4160,24,2005
249,Kakumei no Hi,The Day of Revolution,https://cdn.myanimelist.net/images/manga/1/252614.jpg,7,False,1999-01-01T00:00:00+00:00,,7.39,3747,7477,98,2005
250,Flower of Life,Flower of Life,https://cdn.myanimelist.net/images/manga/5/29557.jpg,21,False,2004-05-01T00:00:00+00:00,2007-06-01T00:00:00+00:00,7.46,281,1173,8,2065
251,G-senjou no Neko,Il gatto sul G,https://cdn.myanimelist.net/images/manga/1/186454.jpg,19,False,2002-05-01T00:00:00+00:00,2007-09-01T00:00:00+00:00,7.5,1355,3153,31,2243
252,Gorgeous Carat Galaxy,,https://cdn.myanimelist.net/images/manga/3/11215.jpg,7,False,2004-01-01T00:00:00+00:00,,7.19,474,942,4,2244
253,Tenchi Muyou! Sasami-chan À la Carte,Tenchi Muyo! Sasami Stories,https://cdn.myanimelist.net/images/manga/4/146481.jpg,3,False,2005-03-29T00:00:00+00:00,,7.27,206,566,4,2242
254,Harem de Hitori,Alone in My King's Harem,https://cdn.myanimelist.net/images/manga/2/201062.jpg,6,False,2001-04-14T00:00:00+00:00,2004-11-30T00:00:00+00:00,6.99,1355,2595,16,2224
255,Hero Heel: Eiyuu to Akkan,Hero Heel,https://cdn.myanimelist.net/images/manga/1/193140.jpg,14,False,2005-01-01T00:00:00+00:00,2007-01-01T00:00:00+00:00,7.51,1243,2326,25,2211
256,Hoshigarimasen! Katsumade wa,After I Win,https://cdn.myanimelist.net/images/manga/3/31115.jpg,6,False,2006-01-01T00:00:00+00:00,,7.32,1700,3089,1,2245
257,Hybrid Child,Hybrid Child,https://cdn.myanimelist.net/images/manga/3/129067.jpg,5,False,2003-06-28T00:00:00+00:00,2004-08-28T00:00:00+00:00,7.81,4728,9877,124,1918
258,Ikebukuro West Gate Park,Ikebukuro West Gate Park,https://cdn.myanimelist.net/images/manga/3/235433.jpg,36,False,2001-07-01T00:00:00+00:00,2004-11-25T00:00:00+00:00,6.96,172,1056,4,2246
259,Jazz,Jazz,https://cdn.myanimelist.net/images/manga/2/142093.jpg,20,False,2003-01-01T00:00:00+00:00,2006-01-01T00:00:00+00:00,7.25,693,1366,24,2248
260,Kashinfuu,Ka Shin Fuu,https://cdn.myanimelist.net/images/manga/3/6066.jpg,4,False,2006-07-12T00:00:00+00:00,,6.9,605,1188,0,2211
261,Kanjou Kairo,Manic Love,https://cdn.myanimelist.net/images/manga/3/11239.jpg,6,False,2005-12-27T00:00:00+00:00,,7.08,364,864,5,2240
262,Kare wa Hanazono de Yume wo Miru,Garden Dreams,https://cdn.myanimelist.net/images/manga/2/198333.jpg,4,False,1999-09-25T00:00:00+00:00,,7.05,171,432,0,2065
263,Keijijou na Bokura,Our Everlasting,https://cdn.myanimelist.net/images/manga/2/31099.jpg,13,False,2000-03-01T00:00:00+00:00,2001-03-01T00:00:00+00:00,7.36,751,1425,3,2218
264,Can't Win With You!,Can't Win With You!,https://cdn.myanimelist.net/images/manga/4/21392.jpg,16,False,2003-01-01T00:00:00+00:00,,6.92,460,940,3,2222
265,Kimi no Ai wa Mienikui,Invisible Love,https://cdn.myanimelist.net/images/manga/3/5905.jpg,8,False,2005-01-01T00:00:00+00:00,,7.12,967,1820,1,2250
266,Star,,https://cdn.myanimelist.net/images/manga/4/168484.jpg,5,False,2004-08-21T00:00:00+00:00,,6.87,213,425,1,2215
267,Hellsing,Hellsing,https://cdn.myanimelist.net/images/manga/3/267321.jpg,92,False,1997-04-30T00:00:00+00:00,2008-09-30T00:00:00+00:00,8.3,40755,87738,5530,2251
268,Crazy Love Story,Crazy Love Story,https://cdn.myanimelist.net/images/manga/2/152306.jpg,44,False,2004-01-01T00:00:00+00:00,,6.72,176,504,5,2252
269,Mikan no Tsuki,Crescent Moon,https://cdn.myanimelist.net/images/manga/2/138527.jpg,25,False,1999-01-01T00:00:00+00:00,2001-01-01T00:00:00+00:00,7.24,1273,3003,67,2253
270,Culdcept,,https://cdn.myanimelist.net/images/manga/3/180998.jpg,64,False,1999-07-26T00:00:00+00:00,2007-07-26T00:00:00+00:00,6.91,334,749,14,2254
271,Dennou Shoujo☆Mink,Mink,https://cdn.myanimelist.net/images/manga/3/171558.jpg,28,False,1999-08-03T00:00:00+00:00,2002-07-17T00:00:00+00:00,6.65,830,1924,18,2255
272,D'v,Deus Vitae,https://cdn.myanimelist.net/images/manga/5/837.jpg,20,False,1999-06-26T00:00:00+00:00,2002-02-26T00:00:00+00:00,5.69,312,684,1,2256
273,Deja-vu,"Deja-vu: Spring, Summer, Fall, Winter",https://cdn.myanimelist.net/images/manga/4/113211.jpg,6,False,2004-01-01T00:00:00+00:00,,7.04,239,657,4,2049
274,Ai: Hikari to Mizu no Daphne,Daphne in the Brilliant Blue,https://cdn.myanimelist.net/images/manga/2/89127.jpg,6,False,2004-07-01T00:00:00+00:00,,6.32,216,571,2,2257
275,Daten no Tsuki,Fallen Moon,https://cdn.myanimelist.net/images/manga/3/5197.jpg,6,False,2004-04-05T00:00:00+00:00,,6.4,673,1414,7,2278
276,The End,Dead End,https://cdn.myanimelist.net/images/manga/3/139055.jpg,20,False,2001-02-24T00:00:00+00:00,2002-09-25T00:00:00+00:00,6.52,559,2110,11,2261
277,Mawang Ilgi,Demon Diary,https://cdn.myanimelist.net/images/manga/3/264807.jpg,26,False,1999-01-01T00:00:00+00:00,2002-01-01T00:00:00+00:00,7.42,4105,7388,221,2262
278,Majeh,King of Hell,https://cdn.myanimelist.net/images/manga/1/197257.jpg,414,False,2001-01-01T00:00:00+00:00,2015-01-01T00:00:00+00:00,7.61,3167,9270,188,2265
279,Kissing,Kissing,https://cdn.myanimelist.net/images/manga/3/6153.jpg,5,False,2004-05-01T00:00:00+00:00,,7.2,915,1690,3,2268
280,Shiritsu Shouei Gakuen Danshi Koutoubu: Kurashina-sensei no Junan,Kurashina Sensei's Passion,https://cdn.myanimelist.net/images/manga/1/30533.jpg,0,False,2004-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,0.0,0,259,1,2270
